Screen Name,Name,Description,URL,Location,Time Zone,Number of Tweets,Followers Count,Following ,Listed
@benhuh,Ben Huh,"Then: Founder, CEO of @cheezburger. Co-founder @circa. Now: Traveling the world with @emily_huh and a @3DRobotics drone.",https://t.co/gcmvxukqLj,In Transition,America/Los_Angeles,15243,17331,811,1341
@jportnoy,Jason Portnoy,"Husband of AMP, Father of Maya, Partner of @SubtractionCap",http://t.co/NUejDvKFZp,Park City & San Francisco,Pacific Time (US & Canada),276,591,227,28
@hardaway,francine hardaway,"content marketer, writer, editor, globe-trotter. co-founder stealthmode partners. marketing partner for entrepreneurs.",https://t.co/csDob9PF9p,"37.468019,-122.430062",Arizona,64388,10470,1624,877
@idoleffler,Ido leffler,Today is going to be the greatest day ever!,,San Francisco ,Pacific Time (US & Canada),967,2158,398,68
@oliverbigler,Oliver Bigler,"I'm Oliver Bigler - Founder of several SMB tech-enable service Co.'s, passionate about family, my startups and changing the world one SMB at a time.",,"Orem, UT",Mountain Time (US & Canada),26,171,160,7
@djtokyo,Hiro Maeda (前田ヒロ）,Venture capitalist based in Tokyo (@BeenextVC) .  Founder of @on_lab; Investor in 50+ companies,http://t.co/ksAuxl41pv,,Tokyo,11001,5801,938,314
@joshmohrer,Josh Mohrer,GM of @Uber_NYC,,NYC,,5840,2746,1466,90
@nikohrdy,Niko Hrdy,"I tweet about food and agriculture startups, as well as venture capital, entrepreneurship, and food trends",http://t.co/sgA4TnGVMq,San Francisco,,1816,795,507,63
@binfire,Binfire CEO,Binfire is the leading online project management & collaboration Software for traditional & distributed teams. Try Binfire here: https://t.co/BOsnsgolSX !,http://t.co/96SOMQqTyR,"Boston, Ma",Eastern Time (US & Canada),1171,770,658,39
@CarlosCashman,CarlosCashman,Dude.  Who abides.,,The Vineyard,,75,215,118,2
@jeremyl,Jeremy Levine,http://t.co/OuFMFZNgid,http://t.co/UetPmusju4,New York,Eastern Time (US & Canada),360,6382,106,377
@georgezachary,George Zachary,"original @Twitter, @Yammer, @Udacity, @pebble, @pillpack and @wonderworkshop investor. I back revolutionaries who are changing the world.",https://t.co/zLKeT8DBz0,California,Pacific Time (US & Canada),2888,37691,359,1432
@TonyOElumelu,"Tony O. Elumelu, CON",Widely acknowledged as one of Africa's most influential business leaders and philanthropists. Chairman of @Heirs_Holdings and Founder @TonyElumeluFDN,http://t.co/Dkb3xUKKNR,Global,West Central Africa,4873,191177,31,545
@hthill,Hunter Hillenmeyer,"Former Bear, lifetime fan. Co-Founder @Overdog.  Husband, Father, Enthusiast. Be passionate!",http://t.co/fj43LCV2V7,Chicago,Central Time (US & Canada),3896,17319,829,320
@dotsteve,Steve Schoettler,"Founder,CEO Junyo. Co-founder Zynga.",,,Pacific Time (US & Canada),3,287,48,35
@Race_Yourself,Race Yourself,"The most motivating exercise Games ever created for your Mobile, Smartwatch, Google Glass.",http://t.co/YdGY40fmkA,"San Francisco, London",London,634,1299,1937,10
@DaliborSiroky,Dalibor Siroky,"Entrepreneur, Co-founder @Plutora",http://t.co/zc6ZLNmXys,"Palo Alto, CA, United States",Pacific Time (US & Canada),217,4958,221,43
@randizuckerberg,Randi Zuckerberg,Founder @ZuckMedia Agency. Speaker. Investor. Radio Host @SiriusXM. Broadway Actress/Producer. Author @DotComplicated & Dot. Formerly Marketing @Facebook. Mom.,http://t.co/vd0LJNah8v,Silicon Valley,Pacific Time (US & Canada),10095,174343,1464,4394
@JimWiatt,Jim Wiatt,"Jim Wiatt is a Strategist & Connector for Entertainment Business, Technology & Philanthropy. Strategic Adviser, Board Member, & Philanthropist to organizations",,"Los Angeles, Ca",Pacific Time (US & Canada),34,340,134,9
@BobBrinker,Bob Brinker,"Investor, Editor and Publisher.",http://t.co/fPLxFvBZL1,"Colorado, USA",Mountain Time (US & Canada),31603,45503,890,429
@stevenboal,Steven Boal,"CEO https://t.co/moLJTogR0p,   Chairman & Founder https://t.co/eOIgWZlHt5  Board of Directors https://t.co/M30wkeqnCo",https://t.co/moLJTogR0p,"Mountain View, CA",Pacific Time (US & Canada),2,239,5,13
@samteller,Sam Teller,SpaceX | Tesla,https://t.co/phynXagUNc,Los Angeles,Pacific Time (US & Canada),1803,6056,459,224
@Grasshopper,Grasshopper,"Meet Grasshopper: the entrepreneur’s phone system. We’re here to answer questions, troubleshoot or just chat! Tweets by MM and AC.",http://t.co/6VgKea1G4j,USA,Eastern Time (US & Canada),17422,10864,8345,531
@sunrock,sundeep ahuja,"founder, investor, advisor, author",http://t.co/wGg2nYYicb,San Francisco,Pacific Time (US & Canada),740,1494,287,96
@swaaanson,Jonathan Swanson,"Co-Founder @thumbtack, former West Wing @whitehouse staffer, lover of life",https://t.co/C1enhCowJc,,Pacific Time (US & Canada),6851,10417,4990,216
@ilan,ilan abehassera,"Founder and CEO at @insensi (Makers of ILY @getily, the Family Phone). Past: Producteev acq’d by Jive. Angel: Wit.ai (FB), Sunrise (MSFT), 20 more. #MadeInNY",http://t.co/hpbrf31Ht2,"New York, NY",Eastern Time (US & Canada),16834,5761,110,256
@Mkokorich,Mikhail Kokorich,Space entrepreneur,https://t.co/aYoBWyTlqu,California,Moscow,444,290,116,17
@kentfuka,kentfuka,"e-learning executive, graduate astronomer, software developer, wine lover",http://t.co/Va7aG78Tx4,"Austin,TX",Central Time (US & Canada),465,294,1003,10
@conwayronny,ronny conway,,,,,17,610,302,27
@moia,Marko Ahtisaari,Entrepreneur. Designer. Investor. CEO and co-founder of The Sync Project @syncprojectco,http://t.co/DDCECWhPfj,"Cambridge, MA",Helsinki,4589,24052,2939,527
@hemang,Hemang Gadhia,Founder/CEO @Revmetrix. We're revolutionizing how marketers leverage their own customer data. Semi-active angel investor #data #startups #dctech #mets #nygiants,http://t.co/FfvUwQHWCf,Washington DC,Eastern Time (US & Canada),1658,667,281,50
@magno,magno,"Marco Magnocavallo, serial entrepreneur, founder Blogo. Now cofounfer of Boox, Shoppable.it and Tannico.it",http://t.co/FZ144sHpg3,"iPhone: 41.241002,9.400027",Rome,1101,3146,193,178
@travislbond,Travis Bond,"CEO of @CareSync, Serial healthcare entreprenuer. Working to connect people and data to improve healthcare for everyone.",http://t.co/0G7cdg6EWu,"Tampa, FL",Eastern Time (US & Canada),344,594,714,29
@crazybob,Bob Lee,Stay-at-home dad. Former CTO of @Square.,http://t.co/r360enEtvA,San Francisco,Pacific Time (US & Canada),7601,17518,753,797
@derickthompson,Derick Thompson,"Founding Partner - SR Captial, MarketingRunner, bizHive",http://t.co/xpq2HUuGSj,"Austin, TX",Central Time (US & Canada),451,1659,1923,48
@vgurbuxani,Vishal Gurbuxani,Entrepreneur. Investor. Startup Advisor. http://t.co/OaU9hkKxei,http://t.co/Ihx8PrKqI5,"iPhone: 37.240128,-121.869423",Pacific Time (US & Canada),823,21477,2162,135
@m_abraham,Magid  Abraham,"Chairman and co-founder, comScore",https://t.co/NiF2V0fiJ5,Reston VA,Quito,19,1309,44,89
@AliGPincus,Alison G Pincus,Mommy of three. A local and global citizen. Co-founder of @onekingslane and @hellomazel,https://t.co/rs9nVhERyR,San Francisco,,872,5276,902,251
@BennySchnaider,Benny Schnaider,Entrepreneur,,Israel,,231,130,36,6
@ChrisRedlitz,Chris Redlitz,"Partner at Transmedia Capital @Transmediacap and founder of The Last Mile @TLM. Avid cyclist, city dweller, and health junkie",http://t.co/A3imm6QPXh,San Francisco,Pacific Time (US & Canada),5736,2843,833,197
@jeffjarvis,Jeff Jarvis,"@BuzzMachine blogger and j-school prof; author of Public Parts, What Would Google Do?",http://t.co/B7nfjHn9fP,"New York, NY",Eastern Time (US & Canada),71728,157602,1797,12114
@zachcoelius,Zach Coelius,Hopelessly addicted entrepreneur.  Currently emancipated and investing in other great entrepreneurs.,http://t.co/Y2uop9aiag,San Francisco,Pacific Time (US & Canada),4456,2847,1466,159
@paulbz,Paul Murphy,ceo @playdots,,Brooklyn,Eastern Time (US & Canada),3554,3688,1867,122
@Lynch_BigData,Марина Шабалюк,Чувство привязанности приходит вместе с Хомутом на шее…,,Белово,London,1690,1288,411,0
@maxpelle,Max Pellegrini,"President Products & Mktg @RealNetworks, Dad, Husband, Newyorker",http://t.co/wa1kaZYV1w,"Greenwich Village, NYC",Eastern Time (US & Canada),5295,1124,508,43
@r0bl0rd,Rob Lord,"now: Shrines. ex: Mozilla, Songbird, Winamp, IUMA. forevs: Billion Jelly Bloom, mi amors @pattir + kids, shredding the perennial wave.",https://t.co/GooOMOCX6t,"Mission Dolores, SF, CA",Pacific Time (US & Canada),5943,2175,1669,139
@Shahar_Waiser,Shahar Waiser,Emotions and Innovations drive my Happiness!,http://t.co/MhRG2aItYf,"Moscow, Tel Aviv, London, NYC",Pacific Time (US & Canada),263,694,509,20
@akosmaroy,Ákos Maróy,"cyber art, software engineering, EU Edge, Scarab Research, Corpora in Si(gh)te",http://t.co/0gG63QQKa9,"Budapest, Hungary",Budapest,1163,942,403,23
@bobbymarhamat,bobby marhamat,#disrupting the #startup world! @ketelone - drink of choice. love #travel and the #outdoors. #happyhour ninja. do you #happyhour? love my #kobari!,http://t.co/xCwPDXT1LR,san francisco,Pacific Time (US & Canada),3843,23701,14734,171
@vcuniverse,Victoria Cheng,"@kauffmanfellows, @insitefellows, @WomeninVenture, @columbiavc, Tech Enthusiast, Investor, Traveler, Rock Climber, Foodie, Lover of infographics",,,Arizona,956,562,478,29
@t_4,Tony Faure,Digital Media Investor,,"iPhone: -20.332235,148.948471",Hawaii,1074,1058,241,32
@stevenjr76,Steven Rosenblatt,"President of Foursquare, Launched iAd for Apple, Entrepreneur, U of Michigan alum and diehard sports fan, father of two amazing boys",,,Eastern Time (US & Canada),2157,1070,297,58
@simonrothman,simon rothman,,,,Pacific Time (US & Canada),580,1632,80,81
@cm,chris muscarella,"Gregarious recluse. Iron Man @thefieldcompany Made some things: Kitchensurfing, Rucola, Mobile Commons.",https://t.co/Epd852huGi,"Brooklyn, NY",Eastern Time (US & Canada),6693,8936,1439,102
@LarsLuv,Lars Dalgaard,@Glidesf (7 years). A round investor: @Gigster @Teespring-@Zenefits @Imgur-@Altschool. Accepted $3.6B offer for labor of luv; SuccessFactors. GP a16z,https://t.co/kn6m038bNW,San Francisco,Pacific Time (US & Canada),1065,12898,1150,517
@ericcwdunn,Eric Dunn,,,,,10,59,47,2
@aber_whitcomb,aber_whitcomb,,,,,7,175,74,11
@garybenitt,Gary Benitt,"GP @ Social Leverage, Serial Entrepreneur, Husband & Father",http://t.co/RHfZ5L1cY5,San Francisco,Pacific Time (US & Canada),1541,1156,500,57
@perrelli,Jonathon Perrelli,"ceo @lifefuels | father of dragons | #QuantifiedSelf |  formerly; founded 6 and exited 5 companies, creator @startup_land, angel @fortifyvc | VT Hokie",https://t.co/3DVLNWrYBz,DC - Blacksburg - Indy,Eastern Time (US & Canada),4501,7004,1009,296
@RachelSheinbein,Rachel Sheinbein,"Makeda Captal  & Angel, encouraging girls to pursue STEM, board of Expanding Your Horizons @eyhnetwork, @HadassahFdn , @challengeday  wife of @greenstein_joe",https://t.co/UIH2066m1E,"San Francisco, CA",Tijuana,1439,1089,811,70
@lobarb,Lorenzo Barbantini S,"@the_hurry @Greaterfoolteam, @Pick1, @stamplay, @loopIALabs, @dottori.it, tweets are my own opinion not endorsments",https://t.co/FX4G6LVi5M,"Italy, world",Rome,8650,2935,569,65
@_davidcarter,David Carter,Serial entrepreneur and investor currently CEO of Zuma Ventures.,http://t.co/lLfkuy3AhV,"Malibu, CA",Alaska,177,682,647,34
@JoeZawadzki,Joe Zawadzki,,http://t.co/bWBc84vJsW,New York,Eastern Time (US & Canada),79,1663,1237,57
@MayorRock,Merrick,♫ Mononymous. Loquacious. Tattooed. Serial Entrepreneur. Investor. Polymath. Music saved my life. I want to save music. CEO @MusicImpacts. ♫,https://t.co/7vxMoLKx63,Los Angeles,Pacific Time (US & Canada),3425,1526,1145,121
@samihtoukan,Samih Toukan,"Previously founded Maktoob.com which is now Yahoo!Maktoob, currently running Jabbar Internet Group (jabbar.com) and investing in entrepreneurs of the Arab World",,,Santiago,13431,25659,673,444
@sorayadarabi,Soraya Darabi,Co-founder of @Zady | @WEF Young Global Leader | Early Stage Venture #NYC | Idea enthusiast,http://t.co/hGKEWrF58G,New York City,Eastern Time (US & Canada),8708,393048,6949,3211
@scottswitzer,Scott Switzer,"Founder of @authdigital, @openx, venture partner at @firstmarkcap.  #father  #entrepreneur",http://t.co/sutno5ILUK,New York City,Eastern Time (US & Canada),316,1092,236,91
@kevinolearytv,Kevin O'Leary,"Chairman O'Shares ETFs, 2X Emmy Award winning Shark Tank's Mr. Wonderful- ABC, CNBC & CTV contributor-bestselling author, photographer, guitarist & wine guy",https://t.co/7W4ekdnc4T,Boston,Eastern Time (US & Canada),7201,508061,839,3928
@christianreber,Christian Reber,"Founder @Wunderlist, Angel Investor, Father",,Berlin,Berlin,722,10059,516,424
@piroozram,Mehrdad Piroozram,"Serial Entrepreneur & App loving Angel Investor, #InsurTech",http://t.co/rN2Gx2HhE2,Cologne,Berlin,3916,3851,1378,204
@paul_arnold,Paul Arnold,Startup investor. Scaled @AppDirect. Former @McKinsey. https://t.co/a7SbLxbiFl,https://t.co/MQEcUM0BVz,San Francisco,Pacific Time (US & Canada),1294,1109,467,71
@ScottWalchek,Scott Walchek,Chief Executive Optimist & Founder of Trōv. Complacency-averse. Addicted Entrepreneur. Family. Love. Life.,http://t.co/qPt1oNIWwz,,,172,259,100,15
@hoomanradfar,Hooman Radfar,Partner @Expa. Founder @Addthis (acquired by oracle). Investor @uber @sweetgreen @hyperlooptech @convoyteam et al. Fighter/mage.,https://t.co/iY0e23XOYT,San Francisco,Eastern Time (US & Canada),8180,6273,919,294
@jsummers1,Joshua Summers,"Co-founder and CEO @clypd. Interested in all things Ad Tech, crazy home improvement projects and startups in Boston.",http://t.co/btze9f7mR2,"Lexingon, MA",Eastern Time (US & Canada),570,486,181,44
@rbelani,Ravi Belani,"Managing Director, Alchemist Accelerator for Enterprise Startups, Stanford Instructor (MS&E 178: Spirit of Entrepreneurship), ex DFJ, McKinsey, Zaplet",http://t.co/302NbpCvZg,San Francisco,Arizona,368,2771,338,157
@Tal_Yuval,Yuval Tal,"Entrepreneur, businessman and the founder of Payoneer- The international solution for different businesses in varying sectors, looking to make payments globally",http://t.co/HuFIKY5Dl6,United States,Baghdad,171,1906,563,11
@j_nieuviarts,Jerry Nieuviarts,"Entrepreneurship : one time, you are lucky, two times, you are good. Trying to be good. Interested in machine learning. Humanist. Optimist. Geek.",,France,Paris,556,1092,155,49
@jwenokur,jeremy wenokur,,,,,21,192,226,0
@algore,Al Gore,,https://t.co/R5WtdSDB4u,"Nashville, TN",Pacific Time (US & Canada),1811,2963305,27,39784
@ygiokas,Yiannis Giokas,Entrepreneur | Data Scientist | Cybersecurity Expert | World Traveler | Startups | Found & Exit @Crypteianet | VP R&D @PCCWGlobal | Tweets are my own!!!,,"New York, USA",Athens,89,42,40,4
@vipulved,Vipul Ved Prakash,"Hacker, Entrepreneur, Desert Rat. Founder Topsy and Cloudmark. Search @ Apple.",http://t.co/2DWsMOMVeb,"San Francisco, CA",Pacific Time (US & Canada),1556,1410,361,81
@seanknapp,Sean Knapp,CEO @ Ascend.io,https://t.co/dJViUkdlac,,Pacific Time (US & Canada),123,526,32,22
@blainevess,Blaine Vess,CEO of @StudyMode. Chairman of @LibertyinNK.,http://t.co/MrAgd7weFd,Los Angeles,Pacific Time (US & Canada),20,201,62,9
@dperry,David Perry,CEO & President of Gaikai. (Sony PlayStation Cloud Gaming.) Video Game Industry Veteran (33+ years.),https://t.co/za2EnyzEEw,"Southern California, USA",Pacific Time (US & Canada),1419,50405,135,656
@RobNail,Rob Nail,,,,Pacific Time (US & Canada),529,3018,138,112
@zachklein,Zach Klein,Community builder. @DIY CEO. Co-founder of @vimeo and @beaverbrook. Leave it better than you found it.,https://t.co/Uzz6WHHkp8,SF,Eastern Time (US & Canada),7167,22197,717,1258
@si_plant,Simon Plant,"A family guy and lover of the great outdoors. Entrepreneur, technologist, AWS Cloud expert and executive consultant. Tweets are my own.",https://t.co/Zb3olwn2wN,"Santa Barbara, CA, USA",,304,375,544,21
@payne92,Andrew Payne,,http://t.co/1MpKmBlgsF,,Eastern Time (US & Canada),875,1050,285,73
@slevene,Simon Levene,"VC @mosaic_vc. Investor: etsy, numberfour, blockstream, clue, squarespace, shapeways, researchgate, myheritage, knewton. Lover of green tea.",http://t.co/zdq2lXHBPB,london,London,365,2696,676,148
@pierre,Pierre Omidyar,"Be you. Be cool. eBay, Omidyar Network, Peer News/Civil Beat, First Look. DCD2 BC7F 5341 A2B9 B188 928A 2CB2 7535 C8A5 4876",http://t.co/8DxRcIoTTH,"Honolulu, HI",Hawaii,6747,528436,398,4146
@samerham,Samer Hamadeh,"Founder and CEO, Zeel",http://t.co/WuxLiPMJWH,,Quito,423,934,738,42
@andrewchen,Andrew Chen,"Growth @uber. Writer: https://t.co/C3BLJOhwoS. Previously startups, vc, adtech",https://t.co/C3BLJOhwoS,"San Francisco, CA",Pacific Time (US & Canada),15025,98304,5354,4133
@MarchCPs,March Capital,"March Capital Partners invest in breakthrough technology companies in Silicon Beach, Silicon Valley, and the world.",http://t.co/hONtDjgnD9,"Santa Monica, CA",,48,294,333,11
@philiprosedale,Philip Rosedale,"Founder @highfidelityinc @secondlife  
Work with us at http://t.co/g3BJhQ02KP",http://t.co/MLMPskpLTW,San Francisco,Pacific Time (US & Canada),703,13063,338,820
@jessicaalba,Jessica Alba,"Mom of 2, Founder of The Honest Company, amateur chef, terrible speller, loyal friend, hilarious at times... I play make believe for a living",http://t.co/8TOKBbiC3P,,Pacific Time (US & Canada),5657,9173840,1269,27919
@rsamvit,Samvit Ramadurgam,"Founder at @Equidate, @YCombinator Alum. Previously Co-Founder @GetStreem (Acq. by @BoxHQ), Engineering @Asana, EECS @Cal",,"San Francisco, CA",Arizona,41,133,122,10
@sonicdeath,Ron Williams,"Family, startups, security, tech, wine, investing. My tweets are my own.",https://t.co/WNBV1PM0FE,United States,Pacific Time (US & Canada),11463,753,417,107
@INow,INow,"QA tester for http://t.co/QD1FcKjOZf, Real-time trail conditions @trailVantage",http://t.co/6yUno04YcB,"Colorado, USA",Mountain Time (US & Canada),5,25,1,1
@satishd,Satish Dharmaraj,"Partner @ Redpoint Ventures, entrepreneur, CEO, NIN, Chili Peppers, Prince, MJ, hiphop, music, Chappelle, Larry David, 49ers, dogs, elephants, animals ..",https://t.co/uWHPaB794n,San Francisco Bay Area,Pacific Time (US & Canada),6957,10757,595,644
@dschol,Dan Scholnick,"GP @TrinityVentures, board member @NewRelic & @Docker & @Loggly, founder @FlurryMobile, foodie, biohacker",http://t.co/DORajtfuhe,"San Francisco, CA",Eastern Time (US & Canada),2248,3111,504,196
@jamesendicott,James Endicott,"CEO of Location Data, Husband, Father of 4, Entrepreneur, Search Engine Guru, avid BYU Sports fan: http://t.co/DJNXgnHRf4 #entrepreneur #LDS #BYU #CEO",http://t.co/DJNXgnHRf4,"Provo, UT",Mountain Time (US & Canada),550,348,191,21
@michaelbaum,Michael Baum,"CEO of http://t.co/XbCcsDa95k,  CEO & co-Founder of Splunk. Getting clarity of vision for what I want to do is the greatest gift I've ever been given.",http://t.co/rK6n4qRYjp,San Francisco,Pacific Time (US & Canada),976,1998,116,79
@davidskidder,davidskidder,"Author, The Startup Playbook  |  Co-Founder, Bionic http://t.co/4pFoMTS4v9  |  http://t.co/fkWHESFljF",http://t.co/2g9d3QAawN,"New York, NY",Eastern Time (US & Canada),1345,3453,2571,143
@joshelman,Josh Elman,"Partner, @GreylockVC: @Medium, @Jelly, @AppMeerkat, @Operator, @discordapp @Nextdoor. Past: Twitter, FB Connect, LinkedIn. Seeking crazy ideas in social,IOT",https://t.co/cwLMr4EnRc,"Silicon Valley, CA",Pacific Time (US & Canada),30203,56270,1805,2487
@dickc,dick costolo,,,San Francisco,Central Time (US & Canada),9926,1637887,613,9217
@razmig7,razmig hovaghimian,@Viki co-founder / ceo | @RakutenJP board observer | @EmbraceWarmer co-founder,http://t.co/MhYkeyHzfN,sf / tokyo / singapore,,34,734,83,27
@bpm140,Eric Marcoullier,"Partner @ Cloudspace. Ex-VP Digital Media, Beatport. Co-founder Gnip, MyBlogLog and IGN. Live music, pop culture, building things.",https://t.co/g5Lnm0kAtD,"Boulder, CO",Pacific Time (US & Canada),14815,5210,708,376
@RyanHowardCEO,Ryan Howard,"Founder & CEO of @PracticeFusion Passionate about creating technology that saves, building sustainable cultures and Ducatis.",http://t.co/zLJCUNsDmS,San Francisco,Arizona,109,581,61,46
@MartinBabinec,Martin Babinec,- Entrepreneur - Startup Investor - Venture Catalyst -,http://t.co/EXX5UCCovx,Upstate NY,Eastern Time (US & Canada),286,833,109,48
@nicolaiwadstrom,Nicolai Wadstrom,"CEO/Founder @bootstraplabs. Serial Entrepreneur, Angel investor, Startup advisor, in San Francisco Bay area/Silicon Valley.",https://t.co/J4irb7aSNy,"San Francisco, California",Pacific Time (US & Canada),2596,52791,1631,207
@nick_grouf,Nick Grouf,"An Internet pioneer, Nick Grouf has been involved in online technology and privacy since its mainstream debut.",http://t.co/HI2UkSfx78,"Los Angeles, CA",,2,7,2,0
@thomaspbyrne,thomas byrne,"Avid Real Estate Technology Enthusiast, Advisor and Strategist. Most recently an EIR with Trinity Ventures and the past-President/COO of LoopNet, Inc. #CRE.",https://t.co/Yl4GqB1aag,"San Francisco, CA",,142,2553,2104,94
@shaunabe,Shaun Abrahamson,MicroVC funding startups that make cities better @UrbanUsCo. MaxiDad working with @TheNhuch to keep up with Max & Oli. Swimmer & voider of warranties.,https://t.co/R61yUg0qbq,United States,Eastern Time (US & Canada),6758,3552,845,269
@sherylsandberg,Sheryl Sandberg,"Facebook, mother of 2, wife of awesome guy, friend to many great women",https://t.co/zgWSDRQuAE,Silicon Valley,Pacific Time (US & Canada),17,197640,17,4146
@roelofbotha,Roelof Botha,"@Sequoia 2003-present. PayPal CFO before. Inspired to work with great entrepreneurs: YouTube, Square, Evernote, Eventbrite, Natera, Jawbone, MongoDB, Unity...",http://t.co/XzaaHZG5TH,"Menlo Park, CA",Pacific Time (US & Canada),956,33792,326,1169
@idancohen,Idan Cohen,"Now a farmer, previously Co-Founder of Boxee; I want to be a falconer.",https://t.co/3TlTVUVlo7,NYC,Eastern Time (US & Canada),6251,2152,333,123
@bdistel,brian distelburger,Yext Co-Founder & President,http://t.co/UzgR5gEi6E,NYC,Eastern Time (US & Canada),2182,1045,558,42
@bobbylent,Bobby Lent,,http://t.co/TwJwW2JxH2,,Pacific Time (US & Canada),123,141,58,12
@collision,John Collison,Co-founder of @stripe.,http://t.co/SjMCy56bjS,San Francisco,Pacific Time (US & Canada),7658,22191,1142,661
@jonathansposato,Jonathan Sposato,"chairman of http://t.co/tr03qsG8Yd. http://t.co/DHBEGWHJOy, http://t.co/Ck2QHVAn4w, http://t.co/W30DHfvi3N. past lives: ceo of http://t.co/BlbpSiymlw, phatbits.",http://t.co/tr03qsG8Yd,seattle,Arizona,1808,2211,347,96
@apiggott,Andy Piggott,"Internet Connoisseur. VP, User & Community @Dyn. Founder of Incutio. Entrepreneur. Tech & Internet Performance.",http://t.co/WSyaORUDNC,"Manchester, New Hampshire",Eastern Time (US & Canada),2648,1477,2107,69
@altcap,Brad Gerstner,Founder - Altimeter Capital.  Painfully curious investor and builder.  Living for today - trying to create a better tomorrow.,http://t.co/OAsYAA5rw0,San Francisco,Quito,715,2679,341,115
@dctanner,Damien C. Tanner,"Impact Entrepreneur. Head of European Ops at @thoughtbot. Co-founded @newbamboo, @mediacore & @pusher.
 #impinv #socent #drones",http://t.co/NOv52lm2eh,"London, UK",London,8877,2133,540,191
@sylvinus,Sylvain Zimmer,"Founder of @PricingAssistnt, @Jamendo, @dotConferences, @ParisTechTalks / Cofounder of @Joshfire, @TEDxParis, @Brightness_fr #creativecommons #code #conferences",http://t.co/VBxCUolzzc,Paris,Hawaii,3737,2999,311,206
@brian_emcap,Brian Jacobs,"VC at Emergence Capital, inventor, wanderer, concerned citizen",http://t.co/tBQDgj1ZCC,"Hillsborough, CA",Pacific Time (US & Canada),2544,3588,189,251
@skonnard,Aaron Skonnard,Democratizing professional learning. CEO of Pluralsight.,https://t.co/xW7BPrjh6s,"Fruit Heights, Utah",Mountain Time (US & Canada),16741,96868,3005,664
@alistairmilne,Alistair Milne,Investor / entrepreneur / startup & Bitcoin evangelist / Altana Digital Currency Fund,http://t.co/OwogdBRxkM,"Monte-Carlo, Monaco",,2408,1972,1583,106
@ChrisKitze,Chris Kitze,"I'm a serial entrepreneur,focused on securing your privacy, information and money through Unseen.is and http://t.co/7fc2XjLcFd",http://t.co/Qdykt0a5BO,San Francisco,Pacific Time (US & Canada),834,5552,5943,78
@ChuckYim,Charles Yim,Chief Revenue Officer @PSafeTecnologia + Venture Partner @eventuresVC,,"Rio de Janeiro, Brasil",Pacific Time (US & Canada),368,503,6,39
@venkatjanapared,Venkat Janapareddy,Venkat Janapareddy is the Founder @Gozaik Aquired by Monster  | Incubator/Angel Investor & Business Advisor @mycintell | Incubator & Acting CTO @DragonflyData,https://t.co/2Il26Xlxmb,Boston MA,Pacific Time (US & Canada),363,4170,231,39
@akashgarg,akashgarg,"Director of Engineering, Mobile Team @uber.  Formerly: @twitter, @bebo, @hi5",http://t.co/GzDrbE64vS,"Inner Sunset, San Francisco",Pacific Time (US & Canada),1248,7819,2707,352
@PeterCHoran,Peter C. Horan,Horan MediaTech Advisors. Practical Futurist. Digital Media Investor. Cyclist. Hiker. Environmentalist. Sierra Club. Photographer. Family guy.,http://t.co/yUnfgW2566,"Portland, OR",Pacific Time (US & Canada),6816,3995,1203,126
@tshields,Tom Shields,"Founder and CSO at Yieldex, former CTO at NetGravity, and longtime coder. Angel investor and family man.",http://t.co/zNtcXhJ7SQ,"ÜT: 37.57784,-122.343125",Pacific Time (US & Canada),1089,1971,732,114
@MatthewCJames,"Matthew C James, MSc","Inventor: @Amoniture @CartNav @eBillOFSale @GeneticMe @InteractusNow @MealOrderer @onitVOTE @Syncalike & a few others. Self-taught, Lyricist, Angler/Athlete",,Newer 2 SoCal & L.A.,Pacific Time (US & Canada),454,502,1448,44
@bradgessler,Brad Gessler,Co-founder and CTO of @polleverywhere & @liveslidesapp. Builder. Traveler. Investor in making shit happen.,https://t.co/o88ezkumwU,"San Francisco, California",Pacific Time (US & Canada),2803,766,238,60
@mcannonbrookes,Mike Cannon-Brookes,Dad. Atlassian. Tyro. Blackbird Ventures. Shoes of Prey. Startmate.,,,Sydney,6307,10515,209,470
@tonyhawk,Tony Hawk,"pro skateboarder, husband, dad, videogame character, CEO, kid chauffeur, global hopscotcher, food glutton & public skatepark defender. I'm old; get over it.",https://t.co/cOIgEExqeZ,San Diego & world at large,Pacific Time (US & Canada),10883,4125048,10891,17412
@gbrockway,Gregg Brockway,"co-founder of Chairish, TripIt & Hotwire, x-ceo Maker Media, dad to 3 little makers, travel nerd, tech dabbler, occasional investor, failed musician",https://t.co/qaXd0cIzRg,San Francisco,Arizona,529,2578,466,157
@KajOPP,Kaj Pedersen,"Engineering and Operations Executive, with over 20 years experience managing successful teams in Financial Services and leading Technology industries.",http://t.co/Lr9GSNHQsX,"Bellevue, WA",Pacific Time (US & Canada),2703,1228,2201,18
@YaronGalai,Yaron Galai,Co-Founder/CEO of @Outbrain,http://t.co/q1XcENf2Fh,New York,Eastern Time (US & Canada),4646,5630,1129,335
@johnham,John Ham,"Entrepreneur who likes taking risk on behalf of a better vision.
Ustream Founder, Founding CEO and Chairman",http://t.co/im2Sq7PvrY,"San Francisco, CA",Pacific Time (US & Canada),82,802,51,95
