Screen Name,Name,Description,URL,Location,Time Zone,Number of Tweets,Followers Count,Following ,Listed
@tytusm,Tytus Michalski,"Startups, karate and serendipity.",https://t.co/R86wgwABsk,Hong Kong,Beijing,4902,1439,1118,168
@mvolpe,Mike Volpe,"Mike Volpe - Current angel investor / VC, board member @AttendInc & @Repsly, former CMO / founding team at HubSpot, growth marketing, startups, B2B SaaS",https://t.co/HCiDChATVQ,"Boston, MA",Eastern Time (US & Canada),18991,71086,193,4661
@rickheitzmann,Rick Heitzmann,"Venture capitalist - Founder and Managing Director at @FirstMarkcap, Entrepreneur, avid Philly sports fan",,New York City,Central Time (US & Canada),2871,3928,1011,238
@aspenjfm,jerry murdock,"Co-founder of Insight Venture Partners,investor in Twitter,Snapchat, Nest, Flipboard,Docker,board member of Aspen Institute and Santa fe institute.",https://t.co/F42aIQjCR1,aspen colorado,Mountain Time (US & Canada),3045,3132,202,109
@Markis,Mark Kingdon,"CEO Organic, Second Life...Investor: Say:Media, Twitter, 140Proof, UberMedia, Fab, TheRealReal, NiftyThrifty, http://t.co/AEaSNKSFLg, Granify + 8 others",,New to Miami!,Atlantic Time (Canada),1497,1224,1837,84
@taavet,taavet hinrikus,"CEO & co-founder of @TransferWise the international money transfer platform, previously built @Skype as 1st employee, from Estonia, adventurer, disruptor",http://t.co/4FKt7ThEBs,worldwide,London,6983,18505,437,491
@rsg,Bobby Goodlatte,"Done is better than perfect. Co-founder @OpenvoteUSA; Investor: Coinbase, Artsy, Envoy, HODINKEE, Blue Bottle. Formerly @Facebook https://t.co/nEkNAdqw9X",https://t.co/3Mf9cWt8lE,San Francisco,Eastern Time (US & Canada),6944,19885,943,493
@emilmichael,Emil Michael,SVP of Business @Uber,,SF,Pacific Time (US & Canada),609,6333,682,94
@scoutu,Sherry Coutu,"Product Strategist, entrepreneur, angel investor and non-exec board director.",http://t.co/OmtN0SO7CS,,London,6850,17948,1859,821
@hosain,Hosain Rahman,Founder + CEO @Jawbone,,,Pacific Time (US & Canada),702,9267,2765,352
@AdamDraper,Adam Draper,"Inspiring #blockchain and #VR entrepreneurs @boostvc.  
https://t.co/yZA1Xm4AG6",https://t.co/TFGDy7Cd6E,,Pacific Time (US & Canada),1468,5278,720,302
@danshapiro,Dan Shapiro,"CEO of @Glowforge and http://t.co/htzu9FUCsK. Formerly Google, Sparkbuy & Ontela. Author of Hot Seat: The Startup CEO Guidebook with @OReillyMedia. Lucky dad.",http://t.co/EQOvb026T0,"Seattle, WA",America/Los_Angeles,9608,9618,98,534
@rosenblattdavid,David Rosenblatt,CEO at 1stdibs,http://t.co/GyCLcPK1G6,"New York, NY",Central Time (US & Canada),501,5700,346,65
@KumarMalavalli,Kumar Malavalli,InMage Co-Founder & CEO. Brocade Co-Founder. Entrepreneur. Technologist. Investor. Educator. Mentor. Wine Collector. Golfer. World Traveler. Photographer.,http://t.co/KjVnhb4l5y,"San Francisco Bay Area, CA",Pacific Time (US & Canada),324,430,221,40
@howardmarks,Howard Marks,Co-founder @Activision ($35B market cap) & Founder of @startenginela. An Equity #crowdfunding platform based in LA. Investor in 60+ startups. Tweet at me.,https://t.co/vwAnmSgiZp,Los Angeles,Pacific Time (US & Canada),3976,37289,17139,764
@jcjohnson,Jason Johnson,"@AugustSmartLock, @FoundersDen, husband, father, Oregonian.",https://t.co/pqyirv5GTX,San Francisco,Pacific Time (US & Canada),2441,2154,571,124
@niravtolia,Nirav Tolia,"Co-Founder and CEO of Nextdoor, the private social network for neighborhoods.",,"San Francisco, CA",Pacific Time (US & Canada),2095,5188,346,230
@tbkopp,Tim Kopp,"Early stage venture investor @hydeparkvp. Passion for marketing, tech, leadership, going fast & firing up one of my grills for a crowd. Prov 16:9",,Indianapolis,Eastern Time (US & Canada),2111,4737,644,313
@davidmarcus,David Marcus,Builder of teams and products that attempt to enhance the lives of many • Leading Messenger @Facebook • Ran @PayPal '12-'14 • Built 3 startups • Invest in a few,https://t.co/61ftgeAkVX,"Palo Alto, CA",Pacific Time (US & Canada),4472,22293,554,819
@ganjikk,kishore ganji,Entrepreneur,http://t.co/30txsarL1O,,Eastern Time (US & Canada),96,620,109,9
@stewart,Stewart Butterfield,Slack boss • Flickr co-founder • ¯\_(ツ)_/¯ • I'm trying my hardest!,http://t.co/569mCc6mqY,West coast,Pacific Time (US & Canada),7337,49656,1974,1776
@dshen,David Shen,"West Coast Director for Launch Capital, early stage startup investor. I hail from Apple, frogdesign, and Yahoo!",http://t.co/EoxNVPvqMO,Palo Alto,Pacific Time (US & Canada),14448,6103,944,424
@joshuareeves,Joshua Reeves,"Putting people first @GustoHQ (formerly @ZenPayroll). Building a company for the long haul. [We're hiring!] Stanford alum, BSEE & MSEE.",http://t.co/pixLxS5Mfj,"San Francisco, CA",Pacific Time (US & Canada),1416,3711,751,172
@DonDodge,Don Dodge,"Start-up guy; Forte, AltaVista, Napster, Bowstreet, Groove, Microsoft, Google",http://t.co/8ZkYPOsiqW,Boston/Silicon Valley,Eastern Time (US & Canada),10943,25999,184,1761
@jberrebi,Jeremie Berrebi,Magical Capital Founder/CEO #LetterOne Advisory Board Member #VC/Private Equity Investor (300+) #Family Offices & Corporates Advisor #Serial Entrepreneur (14+),http://t.co/lrZFxtkRRP,"Bnei Brak, Israel",Jerusalem,34772,28261,5717,1343
@englishpaulm,Paul English,"I start companies in Boston. CEO of @lolatravel, former CTO @kayak. #startup #tech #ceo #haiti",https://t.co/Uw0oh2qkJb,Boston,Eastern Time (US & Canada),2033,4918,409,260
@bling0,Benjamin Ling,"Investor @khoslaventures, Fitness junkie, formerly @YouTube @Google @Facebook",,San Francisco,Pacific Time (US & Canada),2916,14824,654,438
@ilikevests,Kevin Hale,"Managing Partner at Y Combinator. I run the Fellowship. Founded Wufoo. Find my dream journal over @dreamface. And yes, I like vests. Holla.",https://t.co/gluV8HQKvi,"San Francisco, CA",Pacific Time (US & Canada),2688,12647,574,462
@RDresselhaus,Rouven Dresselhaus,Investor in Pre-Seed/Seed technology startups. MarioKart professional.,https://t.co/Sk8S5MyMuy,Berlin,,734,731,481,179
@keithwilley,keith willey,Prof at London Business School; Friend of the Entrepreneur; Business interests in this space.,http://t.co/BKE3YuXx7p,"London, UK",London,1775,912,383,57
@broukhim,Michael Broukhim,Life is like a box of... @fabfitfun,http://t.co/PPIuUtXrn4,Los Angeles,Pacific Time (US & Canada),2806,1085,275,50
@phkeane,Patrick Keane,"Pres., Sharethrough. Investor, Stripes Group. Lobsterman. Former: Associated Content, Google, CBS. PHI",https://t.co/Z7uNE3Csf2,NYC,Eastern Time (US & Canada),7797,4517,524,243
@termsheet,Jeff Kearl,"Startups, turntables, driving fast, surfing, snowboarding, raising these four ninjas",http://t.co/pCEK1B685Z,"San Clemente, CA",Pacific Time (US & Canada),34,694,1500,25
@JaredLeto,JARED LETO,LOVE LUST FAITH + DREAMS & ARTIFACT both available on #iTunes. not all tweets my own,https://t.co/Ggdyibd25O,SNAPCHAT: JaredLeto,Pacific Time (US & Canada),25228,2243660,90,18516
@peter_wagner,Peter Wagner,Founding Partner at Wing Venture Capital,,"Palo Alto, CA",Pacific Time (US & Canada),350,3916,217,46
@benkepes,Ben Kepes,"Business, and the business of tech. Investor. Board member. Firefighter. 
Waipara, New Zealand. 
Running, Family, The outdoors.  What more does one need?",https://t.co/awM36Y0xwU,EnZed (and often AirNZ),Wellington,78218,23561,1558,1341
@thomask,Thomas Korte,Founder of @angelpad. ex-Google. Investor in 130 startups - always first $ in -  @postmates @mopub @buffer @coverhound @vungle https://t.co/Cnpnm21LZZ,https://t.co/YCzhn5uWT9,SF & NYC,Pacific Time (US & Canada),1279,11623,1163,640
@snetesin,Serguei Netessine,"Professor at INSEAD, @INSEAD-@Wharton Alliance Director, author The Risk-Driven Business Model, speaker on innovation, consultant, angel investor, @Davos",http://t.co/xoQyhNAjrb,Singapore,Amsterdam,1162,2211,236,93
@drewhouston,Drew Houston,Founder/CEO of Dropbox,http://t.co/rdUMjT3VVv,"San Francisco, CA",Pacific Time (US & Canada),353,154038,364,3144
@mcgd,Michael Dearing,Founder of Harrison Metal. I like all animals more than I like most people.,http://t.co/UdDHnL2NNO,"Woodside, CA",Tehran,5616,7322,659,238
@Jay_Jamison,Jay Jamison,I come from the future and traveled here from a planet called Awesome.  Also doing cloud stuff at HP.,http://t.co/n6RPqo1UZn,"Silicon Valley, CA",Pacific Time (US & Canada),6885,2643,2018,169
@cmoldow,Charles Moldow,General Partner at Foundation Capital.,http://t.co/kg1lQshI3v,"Silicon Valley, CA",,133,1134,220,56
@gsv239,Sergey Gribov,Partner at Flint Capital,https://t.co/IcTtdfFYJP,"Boston, USA",,155,201,241,8
@haroon,Haroon,"Founder, https://t.co/azrhCYaENj, https://t.co/Qp1qwRtTYf",http://t.co/xYqizKXMYf,,Eastern Time (US & Canada),361,1073,127,77
@nickducoff,Nick Ducoff,"Que sais-je? Ventures @Northeastern, Investor https://t.co/GLTXiQZV5u | Past: @Infochimps acq. by @CSC, @GoBoundless acq. by @ValoreBooks, @AndrewsKurthLLP",https://t.co/bZWf75YuA8,Boston,Eastern Time (US & Canada),18549,5125,322,343
@travisk,travis kalanick,Uber CEO.  Serial entrepreneur.,http://t.co/vxeZbyEbYJ,San Francisco,Pacific Time (US & Canada),6037,119223,626,2583
@cch,Charles C Huang,"Newish dad, builder/investor of health/tech startups. @harvardHBS case author. Past: @blackstone @sparkcapital @harvardHBS @Kennedy_School @johnshopkins. ENTJ",https://t.co/jSGvgpgDkV,City of Angels - Santa Monica,Quito,5232,2387,220,250
@dwtalker,David Williams,"Talk music, markets, tech, sports, humor, art & God. Work @2020vc. SF, NY.",http://t.co/FRrMzEPdJf,San Anselmo CA,Pacific Time (US & Canada),1359,457,335,24
@ArmandoPauker,Armando Pauker,"Venture Capitalist focusing on enterprise software, data analytics, cloud infrastructure, and energy efficiency",,,Eastern Time (US & Canada),32,31,1,7
@Mackattack10,Ralph Mack,"I am a very active angel investor with a primary focus on B2B SaaS companies that sell software to retailers, brands, and financial institutions.",http://t.co/cKAV8Ja72y,"Armonk, NY",Quito,86,699,79,59
@ash_patel,ash_patel,"Managing Director at Morado Venture Partners. Former EVP, CPO and early engineer at Yahoo!.",http://t.co/xpETMH3lvR,,Pacific Time (US & Canada),37,1443,153,78
@dunn,Andy Dunn,"Founder, CEO, and student of primates @bonobos: The evolution of mankind, starting with pants. I love cilantro but love even more the people that hate it.",https://t.co/X5e0iA7ib4,NYC,Central Time (US & Canada),5533,16924,7247,555
@wiesenthal,Rob Wiesenthal,Founder and CEO of BLADE,http://t.co/Df0J2kyCtR,"New York, NY",Central Time (US & Canada),492,3303,382,71
@anand_raj,Anand Rajaraman,"Entrepreneur, VC, and Academic. Milliways Ventures & Rocketship.vc",http://t.co/ovrJWvj1O8,"Palo Alto, California",Pacific Time (US & Canada),1930,5000,133,445
@petecashmore,Pete Cashmore,CEO and Founder of http://t.co/XlFrQdve.  Professional account is @mashable,http://t.co/Y0m5Lo7i5Y,San Francisco,Pacific Time (US & Canada),3001,69053,911,4514
@hubrix,Mark Friedgan,Early Stage Investor. COO @EligoEnergy,,Chicago,Central Time (US & Canada),1209,468,411,45
@geoffentress,Geoff Entress,,,,,173,1460,129,55
@hnshah,Hiten Shah,"Started two SaaS companies, @CrazyEgg and KISSmetrics with @NeilPatel. One is self-funded & the other is venture backed. I enjoy helping others think.",http://t.co/Wkg9LazU7P,Northern California,Pacific Time (US & Canada),48727,201307,168181,7397
@auren,Auren Hoffman,"fmr CEO of @LiveRamp. Chairman, @siftery. lover of non-obvious ideas. optimistic pessimist.",http://t.co/0ppB3hBYzy,"San Francisco, CA",Pacific Time (US & Canada),3381,32497,160,915
@zappos,Zappos,Discover fashion today. Get it by tomorrow. We can't wait to hear from you! Customer service: 800-927-7671,http://t.co/1XghDqlUVj,"Las Vegas, Nevada",Pacific Time (US & Canada),27200,45922,5340,747
@bmcclendon,Brian McClendon,Investing Mapping 3D Photos.  Rock Chalk!,,"Bay Area, CA",Pacific Time (US & Canada),432,659,287,35
@shanmehta,Shan Mehta,,,,Pacific Time (US & Canada),92,165,178,13
@dharmesh,Dharmesh Shah,Entrepreneur.  Founder/CTO @HubSpot inbound marketing and sales SaaS and startup blogger at https://t.co/NQC4eRyARh.,http://t.co/NQC4eRQbIP,"Boston, MA",Eastern Time (US & Canada),15470,283436,964,8749
@EdGrapeNutZimm,Ed Zimmerman,NY Tech/VC Lawyer. Proud of my NY Values! You gotta problem with that? https://t.co/FaXiHrb9c4,http://t.co/GTgba7jnsb,NYC 75007,Central Time (US & Canada),12765,5290,1654,257
@bhorowitz,Ben Horowitz,"Author of Ben's Blog (http://t.co/I8TLUV7FBI) and HarperBusiness book, THE HARD THING ABOUT HARD THINGS http://t.co/XzH5oPkOvy",http://t.co/YnaEOsihq6,"Menlo Park, CA",Pacific Time (US & Canada),3953,282229,223,5342
@p_cherkashin,Pavel Cherkashin,"Venture Investor, Chief Trouble Maker",http://t.co/8p2sKVkvCk,Moscow,Pacific Time (US & Canada),325,2464,493,118
@royrod,Roy Rodenstein,"Co-founder @MySocialMgr and SocMetrics/TrueLens, helping companies grow with smart social marketing. Serial entrepreneur, angel/mentor, grew up in 5 countries",https://t.co/T8F2VeYkh7,Boston MA,Eastern Time (US & Canada),4302,5827,999,342
@arankin,Andy Rankin,Entrepreneur/Investor. Work @Sapho Invest @WishShopping @Addepar @Opendoor @TryGigster @VurbApp @ShiftPlatform @RetentionSci @Index @ProsperWorks Ex @RedpointVC,https://t.co/EfuA8q1laJ,SF/LA,Pacific Time (US & Canada),2010,934,824,59
@inundata,Shane Naughton,co-founder Artech | private investor | boards @concern @irishartscenter for my sins,,New York | Dublin | NeueHouse,Quito,2208,1069,883,37
@zackbogue,Zachary Bogue,@dcvc and @foundersden; environmentalist,http://t.co/5U3jsojsrM,San Francisco,,4342,6898,260,281
@HenryRKravis,Henry Kravis,,,,,1,482,1,21
@shelbybonnie,Shelby Bonnie,Entrepreneur and Executive,,,,20,445,68,28
@gregkidd,Greg Kidd,"Chief Risk Officer Ripple Labs, Shift Co-Founder, HardYaka Fund Lead.   MTB rider, gardener, poker player, father",http://t.co/6XZSdAZGG2,"Muir Beach, California",Pacific Time (US & Canada),1900,3880,80,112
@JoeMontana,Joseph Montana,HOF 2000,,,,506,158090,160,1120
@rmarini,Rick Marini,"Serial entrepreneur (founded and sold 3 co's), Angel investor in 40+ companies.",,San Francisco,Pacific Time (US & Canada),2016,10226,900,308
@kewpster,John Ason,,http://t.co/SmPRLMKuZI,NJ,Central Time (US & Canada),223,437,84,28
@elonmusk,Elon Musk,"Tesla, SpaceX, SolarCity, PayPal & OpenAI",,1 AU,Pacific Time (US & Canada),1833,3913736,50,27314
@salil,Salil Deshpande,Managing Director at Bain Capital Ventures,,"Palo Alto, CA",Pacific Time (US & Canada),201,1210,463,119
@abrams,Jonathan Abrams,Founder & CEO of @Nuzzel,http://t.co/YcT7cUkcui,"San Francisco, CA",Pacific Time (US & Canada),35018,16867,3048,1184
@kevin,Kevin S.,ceo & cofounder at instagram,,"San Francisco, CA.",Pacific Time (US & Canada),1195,82358,52,1848
@riccalvillo,Ric Calvillo,"Tech Entrepreneur, CEO of @Nanigans, Inc.",,"Boston, MA",Quito,160,431,361,31
