Text,Created Date,Language,Retweet Count,Retweeted,Favorite Count,Favorited,co-ordinates,Tweeted By,Screen Name
Curio #889 | A plaid history. @curious  https://t.co/e2UkoD8taN,Sat Dec 19 10:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #888 | Nose jobs from the 6th century B.C.. @curious  https://t.co/iiGneFiBuz,Fri Dec 18 10:45:36 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #887 | Some holiday cheer for your waistline. @curious  https://t.co/PI2GicfYrM,Thu Dec 17 10:45:36 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #886 | Cars from the underground go underwater. @curious  https://t.co/yWwUCeOQPi,Wed Dec 16 10:45:52 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #886 | Cars from the underground get a second life underwater. @curious  https://t.co/3PuAvH5hO4,Wed Dec 16 03:19:03 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #885 | Seriously, stop feeding the ducks. @curious  https://t.co/RsGF1Idkou",Tue Dec 15 10:45:38 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #884 | The pH of a perfect grilled cheese. @curious  https://t.co/lyuAJ4sQmm,Mon Dec 14 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #883 | The woman with the perfect rear end. @curious  https://t.co/5YGCa4xOV6,Sun Dec 13 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #882 | We all scream for (non-melting) ice cream. @curious  https://t.co/gWAtLMSqzt,Sat Dec 12 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #881 | Hacking hurricanes. @curious  https://t.co/R3ee17pV4S,Fri Dec 11 10:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #880 | That white sand beach is made of parotfish poop. @curious  https://t.co/C9F5ruhptB,Thu Dec 10 10:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #879 | A new living, breathing... fabric. @curious  https://t.co/Hn7moIt5dj",Wed Dec 09 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #878 | Getting fish bladders out of your beer. @curious  https://t.co/PHBdmYDbvU,Tue Dec 08 10:45:44 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #877 | Want to avoid disease? Hug more.. @curious  https://t.co/0bj8YjY3aa,Mon Dec 07 10:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #876 | Polar bear census not avaialable. @curious  https://t.co/DciljenSB9,Sun Dec 06 10:45:38 +0000 2015,pt,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #875 | Why the world needs ""thirsty"" concrete. @curious  https://t.co/PSxWFP27s2",Sat Dec 05 10:45:44 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #874 | Gimme a (tax) break. @curious  https://t.co/4BCngXL3gs,Fri Dec 04 10:45:58 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #873 | To slouch or not to slouch. @curious  https://t.co/v1t3bkzK6J,Thu Dec 03 10:45:16 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #872 | Flying 10 times faster than the speed of sound. @curious  https://t.co/sWzdMZVhot,Wed Dec 02 10:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #871 | Holiday decorating accidents are on the rise. @curious  https://t.co/qr2anIj0IU,Tue Dec 01 10:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #870 | Ten years ago Cyber Monday didn't exist. @curious  https://t.co/MGELzGSQok,Mon Nov 30 10:45:03 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #869 | Annoyed by chewing sounds? You might be a creative genius!. @curious  https://t.co/34TmohBhbF,Sun Nov 29 10:45:28 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #868 | Huh? Sorry, my TRN was making me zone out. . @curious  https://t.co/fVblctpZUD",Sat Nov 28 10:45:06 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #867 | Black Friday was hardly the first commercial holiday. @curious  https://t.co/leMDvEB6Eh,Fri Nov 27 10:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #866 | Learning the ropes of the Thanksgiving Day Parade. @curious  https://t.co/DkGa4K8zbW,Thu Nov 26 10:45:22 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #865 | How binge watching is changing everything. @curious  https://t.co/mnHJE3Ptnl,Wed Nov 25 10:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #864 | Sowing the seeds of world record pumpkins . @curious  https://t.co/DaQvEWbgUI,Wed Nov 25 01:25:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #864 | Sewing the seeds of world record pumpkins . @curious  https://t.co/DaQvEWbgUI,Tue Nov 24 10:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #863 | Ahh, ahh, ahh, ahh, stayin' alive, stayin' alive!. @curious  https://t.co/7BOIuhaECM",Mon Nov 23 10:45:03 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #862 | The real picture of Lee Harvey Oswald. @curious  https://t.co/vZQf74SUtw,Sun Nov 22 10:45:18 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #861 | Dude, that city is like totally floating in the clouds. @curious  https://t.co/aPjw1Mp27S",Sat Nov 21 10:45:00 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #860 | Hollywood sound tricks from skeuomorphs to reification. @curious  https://t.co/99GdsrUbVw,Fri Nov 20 10:45:30 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #859 | Our prehistoric ancestors didn't sleep much either. @curious  https://t.co/YChNjGMB39,Thu Nov 19 10:45:30 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #858 | There's a butt dialing crisis in America. @curious  https://t.co/YAcGm0Zls1,Wed Nov 18 10:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #857 | Could artisanal pizza save the coal industry from extinction?. @curious  https://t.co/cn6jnwDkMW,Tue Nov 17 10:45:38 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #856 | An octopus that keeps romance at arm's length. @curious  https://t.co/FCgGaes6s4,Mon Nov 16 10:45:30 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #855 | The newspaper error that led to the Nobel Prize. @curious  https://t.co/u0pwEKeeZf,Sun Nov 15 10:45:16 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #854 | When you fall asleep on airplanes. @curious  https://t.co/o9CsHRKQJY,Sat Nov 14 10:45:00 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #853 | Hip, hip hooray for Captain Morgan rum!. @curious  https://t.co/BuWZsC8OYD",Fri Nov 13 10:45:24 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #852 | Be safe, drink (water) before driving. @curious  https://t.co/XzMX2dbGDa",Thu Nov 12 10:45:34 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #851 | Does the trip home always seem faster?. @curious  https://t.co/gf7ESbBg7E,Wed Nov 11 10:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #850 | The tooth fairy income gap. @curious  https://t.co/Y38Y7GACVU,Tue Nov 10 10:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #848 | Pardon this (extremely costly) interruption. @curious  https://t.co/D0eSMOaoAI,Sun Nov 08 10:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #847 | Are the letters YKK printed on your zipper?. @curious  https://t.co/PeFYQmPp5q,Sat Nov 07 10:45:24 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #846 | The Victorian beard movement. @curious  https://t.co/yo1hLInp5w,Fri Nov 06 18:05:15 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #846 | THE VICTORIAN beard MOVEMENT. @curious  https://t.co/yo1hLInp5w,Fri Nov 06 10:45:20 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #845 | The U.S. Senate has a candy desk on the floor. @curious  https://t.co/ztsuORsfM1,Thu Nov 05 10:45:09 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #844 | These robots don't drive the cars, they pick up the garbage. @curious  https://t.co/2E2rfQftkj",Wed Nov 04 10:45:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #843 | Stressed out? Wash some dishes.. @curious  https://t.co/sxkbIR3OkZ,Tue Nov 03 10:45:36 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #842 | Night flying used to be a lot more sketchy. @curious  https://t.co/yRECzIAmqt,Mon Nov 02 10:45:13 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #841 | How trains and the English tamed time.. @curious  https://t.co/vUs6qdmF6n,Sun Nov 01 11:45:13 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #840 | How the candy lobby created light.. @curious  https://t.co/E9e0AfS1y6,Sat Oct 31 09:45:12 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #839 | Locks are only in your mind.. @curious  https://t.co/iY0JLKdxLJ,Fri Oct 30 09:45:32 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #838 | Why pumpkin pie might not be on your holiday table. @curious  https://t.co/pRgEEdCn6E,Thu Oct 29 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #837 | Can you A/B test a government?. @curious  https://t.co/J7ivRBRmEl,Wed Oct 28 09:45:06 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #836 | Computers have a Siri-ous ability to diagnose schizophrenia. @curious  https://t.co/MyRsOvDlpA,Tue Oct 27 09:45:10 +0000 2015,ro,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #835 | How 3D printers could save the African rhino. @curious  https://t.co/lZkK7FhaKU,Mon Oct 26 17:18:29 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #834 | The first, 1st century vending machine. @curious  https://t.co/esb7Z2GTqo",Sun Oct 25 09:45:22 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #833 | ""First Gentleman"" Bill Clinton?. @curious  https://t.co/7yY5FIzbBQ",Sat Oct 24 09:45:22 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #832 | Did you know any hypnagogic jerks in high school?. @curious  https://t.co/3dv2XyMZXG,Fri Oct 23 09:45:46 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #831 | How do bees make honeycomb perfectly hexagonal?. @curious  https://t.co/qEtyABGDOh,Thu Oct 22 09:45:54 +0000 2015,en,1,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #830 | You won't believe what ""creature"" is more deadly than sharks. @curious  https://t.co/MwZvJgnWHY",Wed Oct 21 09:45:32 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #829 | How one woman saved the first moon landing from disaster. @curious  https://t.co/7GBUXJA0j1,Tue Oct 20 09:45:04 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #828 | So you don't think words are cool?. @curious  http://t.co/LOaML2bqo1,Mon Oct 19 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #827 | Don't drop a spinning basketball off of a tall structure. @curious  http://t.co/aFd3Gb1Atj,Mon Oct 19 00:01:03 +0000 2015,en,1,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #826 | Could cavemen be putting Donald Trump ahead in the polls?. @curious  http://t.co/ukRxMf3Goa,Sat Oct 17 09:45:42 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #825 | An ancient version of Twitter. @curious  http://t.co/vzQ7v9JQZa,Fri Oct 16 09:45:50 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #824 | A good sign for traffic safety. @curious  http://t.co/Bwi1Km4FhO,Thu Oct 15 14:36:23 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #823 | Playing games with your dental health. @curious  http://t.co/7iG4puXvH7,Wed Oct 14 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #822 | How simple math saved the NBA. @curious  http://t.co/dVMgtqsawk,Tue Oct 13 09:45:02 +0000 2015,en,1,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #821 | LOL is dead. @curious  http://t.co/2c17czVx8c,Mon Oct 12 09:45:08 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #820 | Putting a band-aid on it. @curious  http://t.co/G9qZUKpsML,Sun Oct 11 09:45:08 +0000 2015,en,1,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #819 | Going up?. @curious  http://t.co/NiG2pbvLCJ,Sat Oct 10 09:45:08 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #818 | How do wildfires get their names?. @curious  http://t.co/gR1kFxtAuy,Fri Oct 09 09:45:14 +0000 2015,en,1,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #817 | TV + T = British MW!. @curious  http://t.co/bCoqENhsuj,Thu Oct 08 09:30:56 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #816 | Purrrrr therapy. @curious  http://t.co/eF8dAkxnc7,Wed Oct 07 09:30:52 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #815 | How water balloons didn't save soldiers' lives. @curious  http://t.co/wUvR3Pd0J3,Tue Oct 06 09:45:54 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #814 | Volkswagen: drivers (desperately) wanted. @curious  http://t.co/YS6UXygtiW,Mon Oct 05 09:45:54 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #813 | On the scent of Lewis &amp; Clark's poop. @curious  http://t.co/6ObirN5vrW,Sun Oct 04 09:45:54 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #812 | The New York Times used to hate crosswords.. @curious  http://t.co/DnDz37fcij,Sat Oct 03 09:45:54 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #811 | Only jerks don't catch yawns. @curious  http://t.co/VFNy5GdImf,Fri Oct 02 09:45:27 +0000 2015,en,1,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #810 | NASA and Matt Damon find water on Mars. @curious  http://t.co/c0NXKvJxja,Thu Oct 01 09:45:09 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
"Curio #809 | Teenage girls are, like, totally Shakespearean. @curious  http://t.co/1PdRP5AosO",Wed Sep 30 09:45:23 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #808 | Another Chicago River miracle. @curious  http://t.co/O00x08tBYt,Tue Sep 29 09:45:22 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #807 | French love affair over?. @curious  http://t.co/OgJFMBaaor,Mon Sep 28 09:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #806 | Hot women at the office. @curious  http://t.co/CM7nMJrfwA,Sun Sep 27 09:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #805 | Sharks were scary enough before you KNEW this. @curious  http://t.co/hnPltfDhwb,Sat Sep 26 18:50:46 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #805 | Sharks were scary enough before you KNEW this. @curious  http://t.co/iFiYFFmvVY,Sat Sep 26 09:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #805 | Sharks were already scary enough before you learned this. @curious  http://t.co/iFiYFFmvVY,Fri Sep 25 23:31:41 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #804 | How one man solved NY's graffiti problem. @curious  http://t.co/Hmbk9GJojF,Fri Sep 25 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #803 | Laundry beads. @curious  http://t.co/vqxY93RUCN,Thu Sep 24 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #802 | Revolving chivalry. @curious  http://t.co/9zfNEyCqJT,Wed Sep 23 09:45:44 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #797 | Gluten-free fraud. @curious  http://t.co/1wTV7EK3KO,Mon Sep 21 18:13:51 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #800 | Moving Day. @curious  http://t.co/gYSApRjVC9,Mon Sep 21 09:45:22 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #799 | Shoppers of habit. @curious  http://t.co/CVEToH8CNH,Sun Sep 20 09:45:22 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #798 | When Julius Caesar talked like a pirate. @curious  http://t.co/XWo1Vi7hE6,Sat Sep 19 09:45:22 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #797 | Gluten-free fraud. @curious  http://t.co/1wTV7EK3KO,Fri Sep 18 05:51:55 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #796 | Bomb proof baggage bag. @curious  http://t.co/5BfXVYZH7e,Thu Sep 17 09:45:12 +0000 2015,en,1,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #795 | Artificial tone. @curious  http://t.co/8JioihFzl2,Wed Sep 16 09:45:16 +0000 2015,es,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #794 | A giant leaf for mankind. @curious  http://t.co/UuHMhwozv2,Tue Sep 15 09:45:42 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #793 | The Gruen Effect. @curious  http://t.co/3ILeuOVOmg,Mon Sep 14 09:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #792 | Error handling. @curious  http://t.co/y5sg6zjocN,Sun Sep 13 09:45:34 +0000 2015,no,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #791 | Bottled water's actual cost. @curious  http://t.co/tUoIZpH7ch,Sat Sep 12 09:45:34 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #790 | The un-dark side of the moon. @curious  http://t.co/nxdlSjVo4m,Fri Sep 11 09:45:31 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #789 | Roanoke found?. @curious  http://t.co/1CjdTArcfn,Thu Sep 10 09:45:40 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #788 | A shady idea. @curious  http://t.co/GiBzqRrXj6,Wed Sep 09 09:45:10 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #787 | The pet jet set. @curious  http://t.co/Gekb2gIOvl,Tue Sep 08 09:45:32 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #786 | Who says no white after Labor Day?. @curious  http://t.co/1dRfm6GRlp,Mon Sep 07 09:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #785 | Space luck. @curious  http://t.co/OUD4Bzbhbe,Sun Sep 06 09:45:48 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #784 | On Target. @curious  http://t.co/THmmeglmRj,Sat Sep 05 09:45:48 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #783 | The spice of life. @curious  http://t.co/58N3jubPVu,Fri Sep 04 09:45:02 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #782 | Bestselling hoax. @curious  http://t.co/NRapJSvwTn,Thu Sep 03 09:45:58 +0000 2015,en,0,False,0,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
Curio #781 | Serious silly string. @curious  http://t.co/V9r3dt1gP3,Wed Sep 02 09:45:14 +0000 2015,en,0,False,1,False,"{'coordinates': [-122.1642517, 37.4549932], 'type': 'Point'}",Justin Kitch,ceounplugged
